Cell_Name,Density,Replicate,Drug_Name,Dose,Mitomycin_C,Time,Relative_Wound_Density,Relative_Caspase
KKK_D068,25000,1,Sorafenib,10,Yes,0,0,1407.68945
KKK_D068,25000,1,Sorafenib,10,Yes,2,9.301368,4650.942
KKK_D068,25000,1,Sorafenib,10,Yes,4,15.79976,3135.45785
KKK_D068,25000,1,Sorafenib,10,Yes,6,20.73662,5079.29875
KKK_D068,25000,1,Sorafenib,10,Yes,8,31.09503,16487.922
KKK_D068,25000,1,Sorafenib,10,Yes,10,36.14277,16122.1645
KKK_D068,25000,1,Sorafenib,10,Yes,12,34.17848,18485.255
KKK_D068,25000,1,Sorafenib,10,Yes,14,38.47783,21618.54
KKK_D068,25000,1,Sorafenib,10,Yes,16,44.03601,23227.88
KKK_D068,25000,1,Sorafenib,10,Yes,18,50.2863,23106.31
KKK_D068,25000,1,Sorafenib,10,Yes,20,53.98272,29970.58
KKK_D068,25000,1,Sorafenib,10,Yes,22,55.40851,34679.445
KKK_D068,25000,1,Sorafenib,10,Yes,24,57.08813,43574.645
KKK_D068,25000,1,Sorafenib,10,Yes,26,59.08317,44002.435
KKK_D068,25000,1,Sorafenib,10,Yes,28,61.76175,43197.85
KKK_D068,25000,1,Sorafenib,10,Yes,30,61.57877,48364.88
KKK_D068,25000,1,Sorafenib,10,Yes,32,63.06852,58313.365
KKK_D068,25000,1,Sorafenib,10,Yes,34,64.32194,55297.38
KKK_D068,25000,1,Sorafenib,10,Yes,36,64.16445,58881.665
KKK_D068,25000,1,Sorafenib,10,Yes,38,66.03395,67960.22
KKK_D068,25000,1,Sorafenib,10,Yes,40,65.82092,79286.83
KKK_D068,25000,1,Sorafenib,10,Yes,42,67.94595,82706.76
KKK_D068,25000,1,Sorafenib,10,Yes,44,67.07046,91560.22
KKK_D068,25000,1,Sorafenib,10,Yes,46,66.84306,116282.08
KKK_D068,25000,1,Sorafenib,10,Yes,48,68.04845,131555.2
KKK_D068,25000,1,Sorafenib,10,Yes,50,69.38995,146026.98
KKK_D068,25000,1,Sorafenib,10,Yes,52,68.25481,160572.22
KKK_D068,25000,1,Sorafenib,10,Yes,54,71.12612,166187.95
KKK_D068,25000,1,Sorafenib,10,Yes,56,69.41934,180111.9
KKK_D068,25000,1,Sorafenib,10,Yes,58,70.95101,197214.5
KKK_D068,25000,1,Sorafenib,10,Yes,60,72.1385,206367.35
KKK_D068,25000,1,Sorafenib,10,Yes,62,71.7598,233449.55
KKK_D068,25000,1,Sorafenib,10,Yes,64,72.56685,241415.9
KKK_D068,25000,1,Sorafenib,10,Yes,66,73.54346,242985.6
KKK_D068,25000,1,Sorafenib,10,Yes,68,73.58862,227283.7
KKK_D068,25000,1,Sorafenib,10,Yes,70,74.5198,247343.6
KKK_D068,25000,1,Sorafenib,10,Yes,72,76.06237,259334.45
KKK_D068,25000,1,Sorafenib,5,Yes,0,0,1912.2595
KKK_D068,25000,1,Sorafenib,5,Yes,2,7.840127,7116.028
KKK_D068,25000,1,Sorafenib,5,Yes,4,15.85031,4971.9075
KKK_D068,25000,1,Sorafenib,5,Yes,6,25.56901,5287.6365
KKK_D068,25000,1,Sorafenib,5,Yes,8,34.12416,7345.5565
KKK_D068,25000,1,Sorafenib,5,Yes,10,39.31401,9116.8305
KKK_D068,25000,1,Sorafenib,5,Yes,12,43.38731,16899.76
KKK_D068,25000,1,Sorafenib,5,Yes,14,47.80598,17369.855
KKK_D068,25000,1,Sorafenib,5,Yes,16,50.09073,29168.485
KKK_D068,25000,1,Sorafenib,5,Yes,18,50.68332,37359.8
KKK_D068,25000,1,Sorafenib,5,Yes,20,52.90008,37482.82
KKK_D068,25000,1,Sorafenib,5,Yes,22,55.84127,40414.775
KKK_D068,25000,1,Sorafenib,5,Yes,24,57.29268,46157.995
KKK_D068,25000,1,Sorafenib,5,Yes,26,58.44762,57365.855
KKK_D068,25000,1,Sorafenib,5,Yes,28,59.30157,59155.095
KKK_D068,25000,1,Sorafenib,5,Yes,30,59.62549,68377.395
KKK_D068,25000,1,Sorafenib,5,Yes,32,59.88615,69338.27
KKK_D068,25000,1,Sorafenib,5,Yes,34,60.51785,77233.66
KKK_D068,25000,1,Sorafenib,5,Yes,36,59.33305,82084.955
KKK_D068,25000,1,Sorafenib,5,Yes,38,59.61768,88530.805
KKK_D068,25000,1,Sorafenib,5,Yes,40,60.60289,93135.895
KKK_D068,25000,1,Sorafenib,5,Yes,42,61.94155,101438.445
KKK_D068,25000,1,Sorafenib,5,Yes,44,64.0423,124676.085
KKK_D068,25000,1,Sorafenib,5,Yes,46,65.38551,117557.15
KKK_D068,25000,1,Sorafenib,5,Yes,48,64.68928,131277
KKK_D068,25000,1,Sorafenib,5,Yes,50,65.33559,159664.55
KKK_D068,25000,1,Sorafenib,5,Yes,52,64.58698,173579.05
KKK_D068,25000,1,Sorafenib,5,Yes,54,64.19176,191377.6
KKK_D068,25000,1,Sorafenib,5,Yes,56,63.71404,203880.25
KKK_D068,25000,1,Sorafenib,5,Yes,58,63.731,240109.3
KKK_D068,25000,1,Sorafenib,5,Yes,60,64.99548,263713.5
KKK_D068,25000,1,Sorafenib,5,Yes,62,66.38924,286372.25
KKK_D068,25000,1,Sorafenib,5,Yes,64,66.4591,308517.95
KKK_D068,25000,1,Sorafenib,5,Yes,66,69.28291,341849.15
KKK_D068,25000,1,Sorafenib,5,Yes,68,69.05589,356501.4
KKK_D068,25000,1,Sorafenib,5,Yes,70,69.19661,372951.4
KKK_D068,25000,1,Sorafenib,5,Yes,72,68.94682,391296.15
KKK_D068,25000,1,Sorafenib,2.5,Yes,0,0,1910.165
KKK_D068,25000,1,Sorafenib,2.5,Yes,2,11.01624,4465.323
KKK_D068,25000,1,Sorafenib,2.5,Yes,4,21.51608,12079.3185
KKK_D068,25000,1,Sorafenib,2.5,Yes,6,33.67315,8576.164
KKK_D068,25000,1,Sorafenib,2.5,Yes,8,44.52964,9456.809
KKK_D068,25000,1,Sorafenib,2.5,Yes,10,54.63631,11566.2045
KKK_D068,25000,1,Sorafenib,2.5,Yes,12,63.16007,11072.593
KKK_D068,25000,1,Sorafenib,2.5,Yes,14,71.9811,17254.405
KKK_D068,25000,1,Sorafenib,2.5,Yes,16,76.6917,20319.05
KKK_D068,25000,1,Sorafenib,2.5,Yes,18,78.22366,23464.255
KKK_D068,25000,1,Sorafenib,2.5,Yes,20,80.72653,27683.375
KKK_D068,25000,1,Sorafenib,2.5,Yes,22,83.39575,34213.95
KKK_D068,25000,1,Sorafenib,2.5,Yes,24,83.49722,39188.03
KKK_D068,25000,1,Sorafenib,2.5,Yes,26,83.05104,47516.71
KKK_D068,25000,1,Sorafenib,2.5,Yes,28,85.44424,47001.1
KKK_D068,25000,1,Sorafenib,2.5,Yes,30,88.02429,56157.08
KKK_D068,25000,1,Sorafenib,2.5,Yes,32,86.8576,59359.405
KKK_D068,25000,1,Sorafenib,2.5,Yes,34,87.20511,59270.22
KKK_D068,25000,1,Sorafenib,2.5,Yes,36,87.55413,68608.36
KKK_D068,25000,1,Sorafenib,2.5,Yes,38,86.94116,80416.15
KKK_D068,25000,1,Sorafenib,2.5,Yes,40,87.75911,91337.555
KKK_D068,25000,1,Sorafenib,2.5,Yes,42,88.32636,106089.635
KKK_D068,25000,1,Sorafenib,2.5,Yes,44,87.26744,122062.38
KKK_D068,25000,1,Sorafenib,2.5,Yes,46,86.75789,129275.46
KKK_D068,25000,1,Sorafenib,2.5,Yes,48,88.9338,139220.885
KKK_D068,25000,1,Sorafenib,2.5,Yes,50,89.22311,150705.655
KKK_D068,25000,1,Sorafenib,2.5,Yes,52,89.59807,162699.55
KKK_D068,25000,1,Sorafenib,2.5,Yes,54,87.76931,182608.95
KKK_D068,25000,1,Sorafenib,2.5,Yes,56,89.67967,200203.1
KKK_D068,25000,1,Sorafenib,2.5,Yes,58,89.33936,220189.1
KKK_D068,25000,1,Sorafenib,2.5,Yes,60,89.27234,241130.25
KKK_D068,25000,1,Sorafenib,2.5,Yes,62,89.44756,260566.3
KKK_D068,25000,1,Sorafenib,2.5,Yes,64,88.488,288417.45
KKK_D068,25000,1,Sorafenib,2.5,Yes,66,91.21047,309663.1
KKK_D068,25000,1,Sorafenib,2.5,Yes,68,90.64553,333163.4
KKK_D068,25000,1,Sorafenib,2.5,Yes,70,90.66684,364765.35
KKK_D068,25000,1,Sorafenib,2.5,Yes,72,91.21091,406000.7
KKK_D068,25000,1,Sorafenib,1.25,Yes,0,0,15594.31
KKK_D068,25000,1,Sorafenib,1.25,Yes,2,7.236809,14677.333
KKK_D068,25000,1,Sorafenib,1.25,Yes,4,14.88139,19177.3815
KKK_D068,25000,1,Sorafenib,1.25,Yes,6,26.08703,19551.5995
KKK_D068,25000,1,Sorafenib,1.25,Yes,8,31.67294,19649.405
KKK_D068,25000,1,Sorafenib,1.25,Yes,10,41.41745,19263.095
KKK_D068,25000,1,Sorafenib,1.25,Yes,12,46.94241,21133.4655
KKK_D068,25000,1,Sorafenib,1.25,Yes,14,51.27396,20250.2465
KKK_D068,25000,1,Sorafenib,1.25,Yes,16,58.54084,16967.9235
KKK_D068,25000,1,Sorafenib,1.25,Yes,18,63.09767,17072.9735
KKK_D068,25000,1,Sorafenib,1.25,Yes,20,65.84526,21673.97
KKK_D068,25000,1,Sorafenib,1.25,Yes,22,70.11969,24462.275
KKK_D068,25000,1,Sorafenib,1.25,Yes,24,71.28793,27795.52
KKK_D068,25000,1,Sorafenib,1.25,Yes,26,73.51371,37695.67
KKK_D068,25000,1,Sorafenib,1.25,Yes,28,73.08881,40543.115
KKK_D068,25000,1,Sorafenib,1.25,Yes,30,76.3592,43725.055
KKK_D068,25000,1,Sorafenib,1.25,Yes,32,76.6216,49298.05
KKK_D068,25000,1,Sorafenib,1.25,Yes,34,78.01482,63224.69
KKK_D068,25000,1,Sorafenib,1.25,Yes,36,77.07556,71050.89
KKK_D068,25000,1,Sorafenib,1.25,Yes,38,78.10284,82513.41
KKK_D068,25000,1,Sorafenib,1.25,Yes,40,78.60373,91588.34
KKK_D068,25000,1,Sorafenib,1.25,Yes,42,78.0442,112492.995
KKK_D068,25000,1,Sorafenib,1.25,Yes,44,79.67503,114556.88
KKK_D068,25000,1,Sorafenib,1.25,Yes,46,81.12682,118099.46
KKK_D068,25000,1,Sorafenib,1.25,Yes,48,80.87048,130586.625
KKK_D068,25000,1,Sorafenib,1.25,Yes,50,78.90489,158305.55
KKK_D068,25000,1,Sorafenib,1.25,Yes,52,78.56503,176144.25
KKK_D068,25000,1,Sorafenib,1.25,Yes,54,78.37174,197108.25
KKK_D068,25000,1,Sorafenib,1.25,Yes,56,80.62708,220842.35
KKK_D068,25000,1,Sorafenib,1.25,Yes,58,80.58125,227558
KKK_D068,25000,1,Sorafenib,1.25,Yes,60,80.98789,241160.35
KKK_D068,25000,1,Sorafenib,1.25,Yes,62,81.00575,258134.7
KKK_D068,25000,1,Sorafenib,1.25,Yes,64,81.7472,279246.85
KKK_D068,25000,1,Sorafenib,1.25,Yes,66,81.24579,309643.7
KKK_D068,25000,1,Sorafenib,1.25,Yes,68,80.46999,343655.65
KKK_D068,25000,1,Sorafenib,1.25,Yes,70,79.73847,374737.35
KKK_D068,25000,1,Sorafenib,1.25,Yes,72,79.54234,414437.2
KKK_D068,25000,1,Sorafenib,0.625,Yes,0,0,8157.2335
KKK_D068,25000,1,Sorafenib,0.625,Yes,2,12.76799,9481.5415
KKK_D068,25000,1,Sorafenib,0.625,Yes,4,26.2901,10748.082
KKK_D068,25000,1,Sorafenib,0.625,Yes,6,43.91711,13940.415
KKK_D068,25000,1,Sorafenib,0.625,Yes,8,55.41995,14381.91
KKK_D068,25000,1,Sorafenib,0.625,Yes,10,66.83868,19722.315
KKK_D068,25000,1,Sorafenib,0.625,Yes,12,80.00359,23745.745
KKK_D068,25000,1,Sorafenib,0.625,Yes,14,85.65787,23618.94
KKK_D068,25000,1,Sorafenib,0.625,Yes,16,91.54961,26885.875
KKK_D068,25000,1,Sorafenib,0.625,Yes,18,91.06113,29560.91
KKK_D068,25000,1,Sorafenib,0.625,Yes,20,93.32394,33860.035
KKK_D068,25000,1,Sorafenib,0.625,Yes,22,93.85789,37030.535
KKK_D068,25000,1,Sorafenib,0.625,Yes,24,95.56129,43718.69
KKK_D068,25000,1,Sorafenib,0.625,Yes,26,95.29417,53811.145
KKK_D068,25000,1,Sorafenib,0.625,Yes,28,94.78128,66829.265
KKK_D068,25000,1,Sorafenib,0.625,Yes,30,97.09743,75684.105
KKK_D068,25000,1,Sorafenib,0.625,Yes,32,97.28451,92250.675
KKK_D068,25000,1,Sorafenib,0.625,Yes,34,98.18583,94223.33
KKK_D068,25000,1,Sorafenib,0.625,Yes,36,97.04013,106688.94
KKK_D068,25000,1,Sorafenib,0.625,Yes,38,97.35423,112602.1
KKK_D068,25000,1,Sorafenib,0.625,Yes,40,97.10422,123885.1
KKK_D068,25000,1,Sorafenib,0.625,Yes,42,98.81469,137667.8
KKK_D068,25000,1,Sorafenib,0.625,Yes,44,97.98695,161622.1
KKK_D068,25000,1,Sorafenib,0.625,Yes,46,98.34666,181332.15
KKK_D068,25000,1,Sorafenib,0.625,Yes,48,98.72097,198297.8
KKK_D068,25000,1,Sorafenib,0.625,Yes,50,97.08144,219625.2
KKK_D068,25000,1,Sorafenib,0.625,Yes,52,95.03125,249133.2
KKK_D068,25000,1,Sorafenib,0.625,Yes,54,94.56565,273837.35
KKK_D068,25000,1,Sorafenib,0.625,Yes,56,95.69156,279161.65
KKK_D068,25000,1,Sorafenib,0.625,Yes,58,95.56712,299926.6
KKK_D068,25000,1,Sorafenib,0.625,Yes,60,96.05873,329024.75
KKK_D068,25000,1,Sorafenib,0.625,Yes,62,95.92258,353389.95
KKK_D068,25000,1,Sorafenib,0.625,Yes,64,96.91264,399536.75
KKK_D068,25000,1,Sorafenib,0.625,Yes,66,97.28321,424011.2
KKK_D068,25000,1,Sorafenib,0.625,Yes,68,98.79098,449626.85
KKK_D068,25000,1,Sorafenib,0.625,Yes,70,98.0201,468643.95
KKK_D068,25000,1,Sorafenib,0.625,Yes,72,96.93285,493841.9
KKK_D068,25000,1,Sorafenib,0.31,Yes,0,0,7178.467
KKK_D068,25000,1,Sorafenib,0.31,Yes,2,8.707765,8365.8135
KKK_D068,25000,1,Sorafenib,0.31,Yes,4,18.92413,9918.033
KKK_D068,25000,1,Sorafenib,0.31,Yes,6,29.55548,9809.6735
KKK_D068,25000,1,Sorafenib,0.31,Yes,8,38.93792,14432.823
KKK_D068,25000,1,Sorafenib,0.31,Yes,10,50.32451,15141.865
KKK_D068,25000,1,Sorafenib,0.31,Yes,12,60.33955,23201.935
KKK_D068,25000,1,Sorafenib,0.31,Yes,14,70.30222,22262.565
KKK_D068,25000,1,Sorafenib,0.31,Yes,16,78.95579,23408.1
KKK_D068,25000,1,Sorafenib,0.31,Yes,18,82.76854,25577.6
KKK_D068,25000,1,Sorafenib,0.31,Yes,20,83.74921,27611.27
KKK_D068,25000,1,Sorafenib,0.31,Yes,22,86.08562,37778.735
KKK_D068,25000,1,Sorafenib,0.31,Yes,24,88.4979,43650.53
KKK_D068,25000,1,Sorafenib,0.31,Yes,26,89.56672,59539.305
KKK_D068,25000,1,Sorafenib,0.31,Yes,28,90.99969,75312.79
KKK_D068,25000,1,Sorafenib,0.31,Yes,30,91.50672,81433.375
KKK_D068,25000,1,Sorafenib,0.31,Yes,32,91.25373,96027.065
KKK_D068,25000,1,Sorafenib,0.31,Yes,34,90.50529,110607.475
KKK_D068,25000,1,Sorafenib,0.31,Yes,36,91.67997,121996
KKK_D068,25000,1,Sorafenib,0.31,Yes,38,91.74765,136126.05
KKK_D068,25000,1,Sorafenib,0.31,Yes,40,90.32775,148547.35
KKK_D068,25000,1,Sorafenib,0.31,Yes,42,90.90454,169082.7
KKK_D068,25000,1,Sorafenib,0.31,Yes,44,91.50884,203217.2
KKK_D068,25000,1,Sorafenib,0.31,Yes,46,91.43897,224532.45
KKK_D068,25000,1,Sorafenib,0.31,Yes,48,92.93026,233501.55
KKK_D068,25000,1,Sorafenib,0.31,Yes,50,92.90379,265166.5
KKK_D068,25000,1,Sorafenib,0.31,Yes,52,93.09052,300103.05
KKK_D068,25000,1,Sorafenib,0.31,Yes,54,91.12202,324473.8
KKK_D068,25000,1,Sorafenib,0.31,Yes,56,91.57201,356960.35
KKK_D068,25000,1,Sorafenib,0.31,Yes,58,91.419,374703
KKK_D068,25000,1,Sorafenib,0.31,Yes,60,91.16669,405116.5
KKK_D068,25000,1,Sorafenib,0.31,Yes,62,90.63515,435506.05
KKK_D068,25000,1,Sorafenib,0.31,Yes,64,89.36818,474987.55
KKK_D068,25000,1,Sorafenib,0.31,Yes,66,89.76292,502906.95
KKK_D068,25000,1,Sorafenib,0.31,Yes,68,90.46048,548678.9
KKK_D068,25000,1,Sorafenib,0.31,Yes,70,91.08211,582948.1
KKK_D068,25000,1,Sorafenib,0.31,Yes,72,91.13104,609484.15
KKK_D068,25000,1,Sorafenib,0.156,Yes,0,0,8963.9165
KKK_D068,25000,1,Sorafenib,0.156,Yes,2,11.21176,10185.104
KKK_D068,25000,1,Sorafenib,0.156,Yes,4,21.22657,15103.0315
KKK_D068,25000,1,Sorafenib,0.156,Yes,6,29.79461,16554.8695
KKK_D068,25000,1,Sorafenib,0.156,Yes,8,40.69737,15369.9435
KKK_D068,25000,1,Sorafenib,0.156,Yes,10,47.71936,15252.3955
KKK_D068,25000,1,Sorafenib,0.156,Yes,12,54.49583,21187.12
KKK_D068,25000,1,Sorafenib,0.156,Yes,14,60.16119,26434.88
KKK_D068,25000,1,Sorafenib,0.156,Yes,16,67.58463,23287.9
KKK_D068,25000,1,Sorafenib,0.156,Yes,18,72.61494,22911.585
KKK_D068,25000,1,Sorafenib,0.156,Yes,20,74.58723,38984.125
KKK_D068,25000,1,Sorafenib,0.156,Yes,22,77.88927,38316.085
KKK_D068,25000,1,Sorafenib,0.156,Yes,24,79.2318,50180.625
KKK_D068,25000,1,Sorafenib,0.156,Yes,26,80.78892,56734.315
KKK_D068,25000,1,Sorafenib,0.156,Yes,28,84.27184,69071.28
KKK_D068,25000,1,Sorafenib,0.156,Yes,30,83.62691,78624.115
KKK_D068,25000,1,Sorafenib,0.156,Yes,32,85.77747,83790.02
KKK_D068,25000,1,Sorafenib,0.156,Yes,34,87.34622,99196.39
KKK_D068,25000,1,Sorafenib,0.156,Yes,36,86.15814,113552.97
KKK_D068,25000,1,Sorafenib,0.156,Yes,38,87.04272,136847.3
KKK_D068,25000,1,Sorafenib,0.156,Yes,40,87.5153,161227.7
KKK_D068,25000,1,Sorafenib,0.156,Yes,42,90.16945,187627.65
KKK_D068,25000,1,Sorafenib,0.156,Yes,44,89.69918,219976.45
KKK_D068,25000,1,Sorafenib,0.156,Yes,46,90.26257,245715.7
KKK_D068,25000,1,Sorafenib,0.156,Yes,48,89.52063,274643.45
KKK_D068,25000,1,Sorafenib,0.156,Yes,50,90.39932,288508.7
KKK_D068,25000,1,Sorafenib,0.156,Yes,52,89.39112,310541.95
KKK_D068,25000,1,Sorafenib,0.156,Yes,54,90.24773,336925.3
KKK_D068,25000,1,Sorafenib,0.156,Yes,56,92.19413,359849.2
KKK_D068,25000,1,Sorafenib,0.156,Yes,58,92.36656,387003.05
KKK_D068,25000,1,Sorafenib,0.156,Yes,60,94.24564,418259.95
KKK_D068,25000,1,Sorafenib,0.156,Yes,62,91.86131,444724.15
KKK_D068,25000,1,Sorafenib,0.156,Yes,64,90.77999,487023.5
KKK_D068,25000,1,Sorafenib,0.156,Yes,66,91.40816,512309.15
KKK_D068,25000,1,Sorafenib,0.156,Yes,68,91.92648,539255.85
KKK_D068,25000,1,Sorafenib,0.156,Yes,70,92.23034,568920.75
KKK_D068,25000,1,Sorafenib,0.156,Yes,72,93.25123,601657.35
KKK_D068,25000,1,Sorafenib,0,Yes,0,0,5010.081333
KKK_D068,25000,1,Sorafenib,0,Yes,2,10.90473683,8843.597
KKK_D068,25000,1,Sorafenib,0,Yes,4,21.0335175,11412.50342
KKK_D068,25000,1,Sorafenib,0,Yes,6,31.70855833,11314.72667
KKK_D068,25000,1,Sorafenib,0,Yes,8,41.11897,14471.70875
KKK_D068,25000,1,Sorafenib,0,Yes,10,50.81338583,14335.27508
KKK_D068,25000,1,Sorafenib,0,Yes,12,59.776755,17090.712
KKK_D068,25000,1,Sorafenib,0,Yes,14,67.24820917,18775.13917
KKK_D068,25000,1,Sorafenib,0,Yes,16,73.02161333,21645.07333
KKK_D068,25000,1,Sorafenib,0,Yes,18,78.39904,27694.17083
KKK_D068,25000,1,Sorafenib,0,Yes,20,81.60214667,32887.6275
KKK_D068,25000,1,Sorafenib,0,Yes,22,84.0284125,39320.40917
KKK_D068,25000,1,Sorafenib,0,Yes,24,85.66523583,47121.43
KKK_D068,25000,1,Sorafenib,0,Yes,26,86.72274417,55917.16
KKK_D068,25000,1,Sorafenib,0,Yes,28,87.4518675,68894.67833
KKK_D068,25000,1,Sorafenib,0,Yes,30,88.16598083,87795.92
KKK_D068,25000,1,Sorafenib,0,Yes,32,88.72476917,101141.49
KKK_D068,25000,1,Sorafenib,0,Yes,34,89.44403,117143.4642
KKK_D068,25000,1,Sorafenib,0,Yes,36,89.7382875,134409.6458
KKK_D068,25000,1,Sorafenib,0,Yes,38,90.28015667,154930.35
KKK_D068,25000,1,Sorafenib,0,Yes,40,90.9297225,176373.4167
KKK_D068,25000,1,Sorafenib,0,Yes,42,90.84512917,201746.35
KKK_D068,25000,1,Sorafenib,0,Yes,44,91.12918833,228752.725
KKK_D068,25000,1,Sorafenib,0,Yes,46,91.42523583,253480.125
KKK_D068,25000,1,Sorafenib,0,Yes,48,91.95101917,287093.6833
KKK_D068,25000,1,Sorafenib,0,Yes,50,91.9075125,324075.2667
KKK_D068,25000,1,Sorafenib,0,Yes,52,92.29353,358601.9917
KKK_D068,25000,1,Sorafenib,0,Yes,54,93.0774925,393779.1
KKK_D068,25000,1,Sorafenib,0,Yes,56,93.010605,439737.45
KKK_D068,25000,1,Sorafenib,0,Yes,58,92.94181667,474344.7417
KKK_D068,25000,1,Sorafenib,0,Yes,60,93.73646417,515288.4333
KKK_D068,25000,1,Sorafenib,0,Yes,62,93.47274667,554811.5083
KKK_D068,25000,1,Sorafenib,0,Yes,64,93.525875,606881.5167
KKK_D068,25000,1,Sorafenib,0,Yes,66,93.6439,648909.6083
KKK_D068,25000,1,Sorafenib,0,Yes,68,94.28930583,682827.2667
KKK_D068,25000,1,Sorafenib,0,Yes,70,94.31512,710684.5917
KKK_D068,25000,1,Sorafenib,0,Yes,72,94.48914083,753146.9833
KKK_D068,25000,1,Staurosporine,10,Yes,0,0,892775.5
KKK_D068,25000,1,Staurosporine,10,Yes,2,1.731599,927137.2
KKK_D068,25000,1,Staurosporine,10,Yes,4,2.500419,1059298
KKK_D068,25000,1,Staurosporine,10,Yes,6,2.815218,1149484
KKK_D068,25000,1,Staurosporine,10,Yes,8,3.078855,1210661
KKK_D068,25000,1,Staurosporine,10,Yes,10,2.873175,1259840
KKK_D068,25000,1,Staurosporine,10,Yes,12,3.378216,1306580
KKK_D068,25000,1,Staurosporine,10,Yes,14,3.589112,1304611
KKK_D068,25000,1,Staurosporine,10,Yes,16,3.390809,1324542
KKK_D068,25000,1,Staurosporine,10,Yes,18,3.253232,1323600
KKK_D068,25000,1,Staurosporine,10,Yes,20,2.946946,1346096
KKK_D068,25000,1,Staurosporine,10,Yes,22,3.729259,1336011
KKK_D068,25000,1,Staurosporine,10,Yes,24,3.296493,1330011
KKK_D068,25000,1,Staurosporine,10,Yes,26,3.806293,1322542
KKK_D068,25000,1,Staurosporine,10,Yes,28,3.542872,1304639
KKK_D068,25000,1,Staurosporine,10,Yes,30,3.712093,1291203
KKK_D068,25000,1,Staurosporine,10,Yes,32,3.716387,1267699
KKK_D068,25000,1,Staurosporine,10,Yes,34,3.414051,1253529
KKK_D068,25000,1,Staurosporine,10,Yes,36,3.533616,1242795
KKK_D068,25000,1,Staurosporine,10,Yes,38,3.725005,1233583
KKK_D068,25000,1,Staurosporine,10,Yes,40,3.576801,1225215
KKK_D068,25000,1,Staurosporine,10,Yes,42,4.387672,1210780
KKK_D068,25000,1,Staurosporine,10,Yes,44,3.819137,1196128
KKK_D068,25000,1,Staurosporine,10,Yes,46,3.473128,1187574
KKK_D068,25000,1,Staurosporine,10,Yes,48,3.151966,1184395
KKK_D068,25000,1,Staurosporine,10,Yes,50,3.254452,1167315
KKK_D068,25000,1,Staurosporine,10,Yes,52,4.02261,1167071
KKK_D068,25000,1,Staurosporine,10,Yes,54,3.260478,1171324
KKK_D068,25000,1,Staurosporine,10,Yes,56,3.630792,1169677
KKK_D068,25000,1,Staurosporine,10,Yes,58,3.519099,1172719
KKK_D068,25000,1,Staurosporine,10,Yes,60,3.759532,1173688
KKK_D068,25000,1,Staurosporine,10,Yes,62,3.508458,1177088
KKK_D068,25000,1,Staurosporine,10,Yes,64,3.329891,1183252
KKK_D068,25000,1,Staurosporine,10,Yes,66,3.535383,1187450
KKK_D068,25000,1,Staurosporine,10,Yes,68,3.775783,1192055
KKK_D068,25000,1,Staurosporine,10,Yes,70,3.164013,1199749
KKK_D068,25000,1,Staurosporine,10,Yes,72,3.510738,1203149
KKK_D068,25000,1,Staurosporine,5,Yes,0,0,9274.008
KKK_D068,25000,1,Staurosporine,5,Yes,2,3.209181,42530.05
KKK_D068,25000,1,Staurosporine,5,Yes,4,4.301843,122764.1
KKK_D068,25000,1,Staurosporine,5,Yes,6,4.82131,203513.5
KKK_D068,25000,1,Staurosporine,5,Yes,8,5.288232,314590.1
KKK_D068,25000,1,Staurosporine,5,Yes,10,5.075149,477224.3
KKK_D068,25000,1,Staurosporine,5,Yes,12,5.791774,599306.8
KKK_D068,25000,1,Staurosporine,5,Yes,14,6.625151,705370.1
KKK_D068,25000,1,Staurosporine,5,Yes,16,5.962276,730090.2
KKK_D068,25000,1,Staurosporine,5,Yes,18,6.12197,739307.3
KKK_D068,25000,1,Staurosporine,5,Yes,20,6.09181,733702.2
KKK_D068,25000,1,Staurosporine,5,Yes,22,6.564376,703196.1
KKK_D068,25000,1,Staurosporine,5,Yes,24,6.131082,697655.1
KKK_D068,25000,1,Staurosporine,5,Yes,26,6.076644,670549.6
KKK_D068,25000,1,Staurosporine,5,Yes,28,6.350368,643202.9
KKK_D068,25000,1,Staurosporine,5,Yes,30,6.230161,593769.5
KKK_D068,25000,1,Staurosporine,5,Yes,32,6.081819,549481.8
KKK_D068,25000,1,Staurosporine,5,Yes,34,6.776017,498686.8
KKK_D068,25000,1,Staurosporine,5,Yes,36,5.887816,479043.9
KKK_D068,25000,1,Staurosporine,5,Yes,38,6.114702,448921.3
KKK_D068,25000,1,Staurosporine,5,Yes,40,6.509826,420619.5
KKK_D068,25000,1,Staurosporine,5,Yes,42,5.784168,394970.6
KKK_D068,25000,1,Staurosporine,5,Yes,44,6.618544,372683.4
KKK_D068,25000,1,Staurosporine,5,Yes,46,6.347097,365942.7
KKK_D068,25000,1,Staurosporine,5,Yes,48,6.032099,360185.3
KKK_D068,25000,1,Staurosporine,5,Yes,50,6.048273,355483.4
KKK_D068,25000,1,Staurosporine,5,Yes,52,6.068241,357075.5
KKK_D068,25000,1,Staurosporine,5,Yes,54,6.457171,353420.2
KKK_D068,25000,1,Staurosporine,5,Yes,56,6.197942,343916.9
KKK_D068,25000,1,Staurosporine,5,Yes,58,6.390805,343027.6
KKK_D068,25000,1,Staurosporine,5,Yes,60,6.529348,340625.5
KKK_D068,25000,1,Staurosporine,5,Yes,62,6.231564,345929.2
KKK_D068,25000,1,Staurosporine,5,Yes,64,6.155781,343762.3
